time_s,wall_elapsed_s,steady_state_score,Q_cond_used_BTUph,Q_reb_used_BTUph,D_lbmolph,B_lbmolph,Top_level_ctrl_pv,Bottom_level_fraction,P_top_drum_psia,T_Distillate_F,T_sump_F,scaled_residual_inf_norm,jacobian_condition,Distillate_x_n-Propane,Bottoms_x_n-Propane,Distillate_x_n-Butane,Bottoms_x_n-Butane,Distillate_x_n-Pentane,Bottoms_x_n-Pentane
0.25,1.7719627000042237,nan,-50894825.691564746,54706000.0,2482.4500885014286,4977.132356931531,0.4407956904027282,0.5211586543410957,220.4329086631712,120.44338940260015,216.65745567920925,4.693214772968141e-13,10660990.492903665,0.8795364647217161,0.03564815182349001,0.12042168791000603,0.7927078910073604,4.184736827790756e-05,0.17164395716914949
