time_s,wall_elapsed_s,steady_state_score,steady_state_flag,ss_max_rel_state_rate_per_s,ss_max_temp_rate_F_per_s,ss_max_kpi_slope_per_s,ss_max_mv_rate_per_s,ss_global_inventory_rate_frac_feed,Q_cond_used_BTUph,Q_reb_used_BTUph,Reflux_cmd_lbmolph,Boilup_lbmolph,D_lbmolph,B_lbmolph,Top_level_ctrl_pv,Bottom_level_fraction,P_top_drum_psia,T_Distillate_F,T_sump_F,scaled_residual_inf_norm,jacobian_condition,Distillate_x_n-Propane,Bottoms_x_n-Propane,Distillate_x_n-Butane,Bottoms_x_n-Butane,Distillate_x_n-Pentane,Bottoms_x_n-Pentane
0.25,1.9245279000024311,4.419239201833286,0.0,0.00012591737914699602,0.0010522983820919762,2.6842498446200125e-07,4.397498629728943,0.04419239201833286,-50894825.691564746,54706000.0,5952.48,8449.390653973538,2482.6029100376372,4976.036197149492,0.4407954658392988,0.521175201935594,220.43301503449746,120.44343394581858,216.65751445150212,9.978869599981884e-13,10660979.204599783,0.8795363972080572,0.03564809215584506,0.12042175537707407,0.7927079296727833,4.1847414868677655e-05,0.1716439781713717
0.5,3.8044970000046305,4.43244572114729,0.0,0.00012632013670935092,0.0010543480530031957,2.692398100023752e-07,4.391068878941951,0.0443244572114729,-50894825.691564746,54706000.0,5952.48,8449.349543189684,2482.4500885014286,4977.132356931531,0.4407956904027282,0.5211586543410957,220.4329086631712,120.44338940260015,216.65745567920925,4.693214772968141e-13,10660990.492903665,0.8795364647217161,0.03564815182349001,0.12042168791000603,0.7927078910073604,4.184736827790756e-05,0.17164395716914949
