time_s,wall_elapsed_s,steady_state_score,Q_cond_used_BTUph,Q_reb_used_BTUph,D_lbmolph,B_lbmolph,Top_level_ctrl_pv,Bottom_level_fraction,P_top_drum_psia,T_Distillate_F,T_sump_F,scaled_residual_inf_norm,jacobian_condition,Distillate_x_n-Propane,Bottoms_x_n-Propane,Distillate_x_n-Butane,Bottoms_x_n-Butane,Distillate_x_n-Pentane,Bottoms_x_n-Pentane
0.25,1.789289899985306,nan,-50894825.691564746,54706000.0,2482.6029100376372,4976.036197149492,0.4407954658392988,0.521175201935594,220.43301503449746,120.44343394581858,216.65751445150212,9.978869599981884e-13,10660979.204599783,0.8795363972080572,0.03564809215584506,0.12042175537707407,0.7927079296727833,4.1847414868677655e-05,0.1716439781713717
