time_s,wall_elapsed_s,steady_state_score,steady_state_flag,ss_max_rel_state_rate_per_s,ss_max_temp_rate_F_per_s,ss_max_kpi_slope_per_s,ss_max_mv_rate_per_s,ss_global_inventory_rate_frac_feed,Q_cond_used_BTUph,Q_reb_used_BTUph,Reflux_cmd_lbmolph,Boilup_lbmolph,D_lbmolph,B_lbmolph,Top_level_ctrl_pv,Bottom_level_fraction,P_top_drum_psia,T_Distillate_F,T_sump_F,scaled_residual_inf_norm,jacobian_condition,root_wall_s,root_objective_calls,root_nfev,root_njev,root_jacobian_builds,root_color_count,root_memo_hits,root_memo_misses,root_memo_hit_fraction,Pressure_ctrl_SP_psia,Pressure_ctrl_error_psia,Composition_ctrl_component,Composition_ctrl_SP_molfrac,Composition_ctrl_PV_molfrac,Composition_ctrl_error_molfrac,Distillate_x_n-Propane,Bottoms_x_n-Propane,Distillate_x_n-Butane,Bottoms_x_n-Butane,Distillate_x_n-Pentane,Bottoms_x_n-Pentane
0.5,9.86673169999267,1.676849766369967,0.0,2.1863897953270653e-05,7.375575737000872e-05,3.0387480420834834e-07,0.05919146737596748,0.016768497663699672,-50894786.849310346,54706000.0,5952.4807594000495,8473.854506726591,2640.38891766122,4622.362025164489,0.5016697251488732,0.4999848932207481,221.3210968950314,120.73373376248199,216.95867431209064,2.6496163355780233e-12,4736152.099072975,9.864121999999043,37.0,5.0,5.0,1.0,16.0,100.0,500.0,0.16666666666666666,221.32122601060775,-0.00012911557635675308,n-Butane,0.11987175180429868,0.11987190355783774,1.5175353905438893e-07,0.880086106892003,0.0361307315762843,0.11987190355783774,0.7923714396132816,4.19895501593695e-05,0.17149782881043416
