case,time_min,feed_kmol_min,x_bottom,x_feed,x_top,M_bottom_kmol,M_feed_kmol,M_top_kmol,distillate_light_kmol_min,bottoms_light_kmol_min,total_inventory_kmol,light_inventory_kmol,max_abs_x_v2_minus_reference,max_abs_M_v2_minus_reference_kmol
nominal_profile_drift,330.0,1.0,0.010000040333498305,0.49872493857067796,0.989999959560241,0.5,0.5,0.5,0.4949999797801205,0.005000020166749153,20.5,10.2525268551517,4.440892098500626e-16,0.0
nominal_profile_drift,340.0,1.0,0.010000040336456689,0.4987249385971818,0.9899999595626218,0.5,0.5,0.5,0.4949999797813109,0.0050000201682283444,20.5,10.252526855669542,3.3306690738754696e-16,0.0
nominal_profile_drift,350.0,1.0,0.010000040339266407,0.498724938622354,0.9899999595648834,0.5,0.5,0.5,0.4949999797824417,0.005000020169633203,20.5,10.252526856161364,3.3306690738754696e-16,0.0
nominal_profile_drift,360.0,1.0,0.010000040341934942,0.49872493864626116,0.9899999595670311,0.5,0.5,0.5,0.49499997978351556,0.005000020170967471,20.5,10.25252685662847,3.3306690738754696e-16,0.0
nominal_profile_drift,370.0,1.0,0.010000040344469389,0.4987249386689671,0.9899999595690708,0.5,0.5,0.5,0.4949999797845354,0.005000020172234694,20.5,10.252526857072107,4.440892098500626e-16,0.0
nominal_profile_drift,380.0,1.0,0.01000004034687648,0.49872493869053197,0.9899999595710084,0.5,0.5,0.5,0.4949999797855042,0.00500002017343824,20.5,10.252526857493452,4.440892098500626e-16,0.0
nominal_profile_drift,390.0,1.0,0.010000040349162612,0.49872493871101353,0.9899999595728485,0.5,0.5,0.5,0.49499997978642424,0.005000020174581306,20.5,10.252526857893624,6.661338147750939e-16,0.0
nominal_profile_drift,400.0,1.0,0.010000040351333873,0.49872493873046575,0.9899999595745961,0.5,0.5,0.5,0.49499997978729804,0.005000020175666937,20.5,10.25252685827369,6.661338147750939e-16,0.0
nominal_profile_drift,410.0,1.0,0.010000040353396043,0.4987249387489405,0.9899999595762558,0.5,0.5,0.5,0.4949999797881279,0.005000020176698022,20.5,10.252526858634658,4.440892098500626e-16,0.0
nominal_profile_drift,420.0,1.0,0.010000040355354598,0.498724938766487,0.9899999595778317,0.5,0.5,0.5,0.49499997978891586,0.005000020177677299,20.5,10.252526858977488,5.551115123125783e-16,0.0
nominal_profile_drift,430.0,1.0,0.010000040357214737,0.4987249387831519,0.9899999595793292,0.5,0.5,0.5,0.4949999797896646,0.0050000201786073685,20.5,10.252526859303092,3.3306690738754696e-16,0.0
nominal_profile_drift,440.0,1.0,0.010000040358981395,0.4987249387989794,0.9899999595807509,0.5,0.5,0.5,0.49499997979037547,0.0050000201794906975,20.5,10.252526859612335,7.771561172376096e-16,0.0
nominal_profile_drift,450.0,1.0,0.010000040360659287,0.49872493881401153,0.9899999595821013,0.5,0.5,0.5,0.49499997979105065,0.0050000201803296436,20.5,10.252526859906038,7.771561172376096e-16,0.0
nominal_profile_drift,460.0,1.0,0.010000040362252879,0.4987249388282885,0.989999959583384,0.5,0.5,0.5,0.494999979791692,0.005000020181126439,20.5,10.252526860184984,9.992007221626409e-16,0.0
