time_s,stage,volume,node_type,T_F,P_psia_hyd,ML_lbmol,MV_lbmol,L_out_used_lbmolph,V_out_lbmolph,x_n-Propane,y_n-Propane,x_n-Butane,y_n-Butane,x_n-Pentane,y_n-Pentane
0.25,1,reflux_drum,reflux_drum,121.00325876927327,222.431878363664,1714.292445118012,115.76502267795757,,,0.8820366035736673,0.9470772446045508,0.11792283791640723,0.05291339395001237,4.055850992547544e-05,9.361445436893576e-06
0.25,2,rectifying_volume_1,tray,130.31289112414123,222.47913374241944,38.01480985206277,49.79336852412247,5662.963082204083,8455.50729842326,0.7598184929411979,0.8820215776082917,0.24002043389500932,0.11793741668067315,0.00016107316379270511,4.1005711035180724e-05
0.25,3,rectifying_volume_2,tray,141.25622372652552,222.5280127121058,34.28921250392553,12.888257184665145,5441.750462232029,8166.453982913197,0.6287557991011327,0.7972709000821984,0.3708086486319416,0.20260443784266777,0.00043555226692578185,0.0001246620751339287
0.25,4,rectifying_volume_3,tray,151.59532288673532,222.5767329284273,33.353903611292644,12.667817624194214,5314.483224431678,7945.309602995386,0.5160946808578942,0.7085468545581243,0.48293006816358014,0.2911413576006356,0.0009752509785256027,0.0003117878412401672
0.25,5,rectifying_volume_4,tray,159.6811777767841,222.6257344987589,32.768097401875394,12.509155271069975,5255.550977815849,7818.108308653338,0.4347386524533454,0.6332605169346746,0.5633173442357725,0.36606253174704767,0.0019440033108821578,0.0006769513182776786
0.25,6,rectifying_volume_5,tray,165.2251763377868,222.67506686584295,32.364736343325276,12.412478892869771,5230.194606372466,7759.242771226339,0.3823023150450926,0.5790454247687004,0.6140879359119543,0.4196231751728003,0.003609749042952952,0.0013314000584994559
0.25,7,rectifying_volume_6,tray,168.77625262458798,222.72474839176746,32.14582518190638,12.351914191717169,5216.101506177344,7733.953669040754,0.35056893566502495,0.5440594716641504,0.6430042269456729,0.453483762816802,0.006426837389302221,0.002456765519047622
0.25,8,rectifying_volume_7,tray,171.05563987690707,222.77467621947537,32.00400505967775,12.31343259465391,5201.869016112546,7719.926941599544,0.3317968325086542,0.5229167980893277,0.6570434221223509,0.4727237873458053,0.011159745368994925,0.00435941456486697
0.25,9,rectifying_volume_8,tray,172.6731053616439,222.82468969928007,31.852557138072807,12.2874882867068,5180.696041523946,7705.75866974748,0.32043184327844804,0.5105669061512298,0.6604950343105843,0.4818805992128125,0.019073122410967633,0.0075524946359577854
0.25,10,rectifying_volume_9,tray,174.1049047091758,222.87463992850542,31.649229722113457,12.26486217110192,5146.15081495361,7684.647104931928,0.31281988635975533,0.5034021658000358,0.6549685982110535,0.48371792013956116,0.03221151542919131,0.012879914060403012
