time_s,wall_elapsed_s,steady_state_score,steady_state_flag,ss_max_rel_state_rate_per_s,ss_max_temp_rate_F_per_s,ss_max_kpi_slope_per_s,ss_max_mv_rate_per_s,ss_global_inventory_rate_frac_feed,Q_cond_used_BTUph,Q_reb_used_BTUph,Reflux_cmd_lbmolph,Boilup_lbmolph,D_lbmolph,B_lbmolph,Top_level_ctrl_pv,Bottom_level_fraction,P_top_drum_psia,T_Distillate_F,T_sump_F,scaled_residual_inf_norm,jacobian_condition,root_wall_s,root_objective_calls,root_nfev,root_njev,root_jacobian_builds,root_color_count,root_memo_hits,root_memo_misses,root_memo_hit_fraction,Distillate_x_n-Propane,Bottoms_x_n-Propane,Distillate_x_n-Butane,Bottoms_x_n-Butane,Distillate_x_n-Pentane,Bottoms_x_n-Pentane
0.25,9.204311499997857,8.038761306589894,0.0,0.00010586096898905033,0.00025026107755365956,4.392986937551413e-07,0.17435198484599823,0.08038761306589894,-50894825.691564746,54706000.0,5952.48,8455.50729842326,1929.750736076452,4639.016633881247,0.5168816453862,0.4999724359415963,222.431878363664,121.00325876927327,217.29196613877002,1.919914354455365e-12,14032335.228589838,9.202040100004524,39.0,7.0,5.0,1.0,16.0,100.0,700.0,0.125,0.8820366035736673,0.036875901828692326,0.11792283791640723,0.7921112566187886,4.055850992547544e-05,0.17101284155251908
30.0,115.83733209999627,8.003205510876416,0.0,0.00010578360061161457,0.00024961167892576034,4.268000822720731e-07,0.17922652126799693,0.08003205510876417,-50894825.691564746,54706000.0,5952.48,8455.836512416532,1935.083342049559,4638.768833874253,0.5180671157446568,0.49997257409301193,222.44926639069698,121.00876579745652,217.2985204610719,2.5094262565097062e-12,14086138.81166462,0.8512111000018194,38.0,6.0,5.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8820492876759247,0.03688260857663008,0.11791014219589686,0.7921024485621928,4.0570128178292334e-05,0.1710149428611772
60.0,223.67688579999958,7.9296706184823345,0.0,0.00010526071537997273,0.0002482491816228579,4.016481482030376e-07,0.18898031528716122,0.07929670618482335,-50894825.691564746,54706000.0,5952.48,8456.174618424719,1940.7527515081738,4638.51777263912,0.519251819484421,0.499972653549134,222.4661939098692,121.0141492873937,217.30494380729482,7.953337484167354e-13,14139863.13596954,0.840966900010244,38.0,6.0,5.0,1.0,16.0,20.0,680.0,0.02857142857142857,0.8820613248003019,0.03688898872405247,0.11789809275145077,0.7920936906552783,4.0582448247328245e-05,0.17101732062066904
90.0,325.0455598999979,7.851767409447814,0.0,0.00010467274381996206,0.00024678056254098617,3.7629938361381326e-07,0.1987277993920846,0.07851767409447814,-50894825.691564746,54706000.0,5952.48,8456.518853211097,1946.7145854899363,4638.264009712942,0.5204251519967614,0.4999726500393153,222.48250472915484,121.01935982203518,217.31117750967263,1.281543172081746e-12,14193024.213685922,0.7994351999950595,38.0,6.0,5.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8820726008622345,0.03689498106692845,0.11788680376994236,0.792085062668661,4.0595367823189936e-05,0.1710199562644107
120.0,424.7339074000047,7.7698238937152855,0.0,0.00010402248712529376,0.00024521543871382315,3.508113653447054e-07,0.2084471664787088,0.07769823893715286,-50894825.691564746,54706000.0,5952.48,8456.86918910506,1952.9680004842976,4638.006178016998,0.521586514826719,0.499972549406384,222.49819158678122,121.02439506046198,217.31721885670655,1.5225792133805234e-12,14245592.075073726,0.7995983000000706,38.0,6.0,5.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8820831116913564,0.03690058245903795,0.11787627942898202,0.792076569772351,4.060887966152379e-05,0.171022847768611
150.0,525.3910829000088,7.68387008120798,0.0,0.00010330934929132966,0.00024355754037515,3.2518981275449684e-07,0.2181364930274943,0.0768387008120798,-50894825.691564746,54706000.0,5952.48,8457.225591294211,1959.5120952751224,4637.743105231731,0.5227353106004119,0.49997234526985396,222.5132474996376,121.02925275129186,217.32306523860876,1.2964903665487586e-12,14297536.910017893,0.7876167000067653,38.0,6.0,5.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.882092853288888,0.03690578984977344,0.11786652373459938,0.7920682170631779,4.062297651262486e-05,0.17102599308704863
180.0,625.9350779000088,7.593933923815175,0.0,0.000102532760631716,0.00024181007869970018,2.994400851163981e-07,0.22779367613131096,0.07593933923815176,-50894825.691564746,54706000.0,5952.48,8457.588016999194,1966.3459055590617,4637.47383623049,0.5238709431203314,0.4999720378349164,222.52766574417817,121.03393072632377,217.3287141402046,1.9784773942805626e-12,14348829.994649597,0.8045093000109773,38.0,6.0,5.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8821018218168205,0.036910600277880165,0.11785754053204589,0.7920600095665529,4.063765113362697e-05,0.17102939015556698
210.0,726.4164248000016,7.500041185817191,0.0,0.00010169218031056547,0.00023997573503133177,2.7356724969137175e-07,0.23741642628344833,0.07500041185817191,-50894825.691564746,54706000.0,5952.48,8457.956414627748,1973.4683983475652,4637.197640669766,0.5249928174727021,0.4999716326123484,222.54143983680433,121.03842689383865,217.33416313316837,9.082718897540491e-13,14399441.287386956,0.7894607000052929,38.0,6.0,6.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8821100135891461,0.03691501086837151,0.11784933351455515,0.7920519522353318,4.065289629871613e-05,0.17103303689629673
240.0,826.2863967000012,7.402215507522746,0.0,0.00010078709893064316,0.00023805667791615786,2.6340962812435955e-07,0.24700226032759928,0.07402215507522746,-50894825.691564746,54706000.0,5952.48,8458.330723896019,1980.8784661573932,4636.914008241587,0.5261003401489216,0.4999711391287104,222.5545635148061,121.04273923198492,217.339409868134,2.650953271666039e-13,14449342.056515686,0.866157899989048,39.0,7.0,6.0,1.0,16.0,100.0,700.0,0.125,0.8821174250649154,0.03691901883208758,0.11784190623027728,0.792044049946488,4.0668704807321254e-05,0.17103693122142433
270.0,923.9098958999966,7.300478626172686,0.0,9.981704116046749e-05,0.00023605460023929937,2.580816739206071e-07,0.2565484945882493,0.07300478626172686,-50894825.691564746,54706000.0,5952.48,8458.710875816289,1988.5749209950407,4636.622634218709,0.5271929191827377,0.49997056969161224,222.567030718832,121.04686578261071,217.34445206713607,5.179672386713471e-13,14498503.071318695,0.7692763000086416,38.0,6.0,6.0,1.0,16.0,100.0,600.0,0.14285714285714285,0.8821240528428961,0.03692262146737713,0.11783526208761362,0.7920363074962704,4.068506949031408e-05,0.17104107103635252
